"","falta_de_atencao","impulsividade","planejamento"
"683",4,1.91666666666667,4.3
"684",2.14285714285714,2.08333333333333,3.7
"685",3.71428571428571,4.25,2.7
"686",2.57142857142857,2.75,4
"687",2.57142857142857,2.83333333333333,3
"688",2,1.58333333333333,4
"689",1.85714285714286,2.08333333333333,4.3
"690",5,2.5,3.6
"691",4.42857142857143,2.58333333333333,3.1
"692",4.14285714285714,2.5,3.3
"693",2.14285714285714,3.83333333333333,3.2
"694",2.71428571428571,2.91666666666667,4.6
"695",4.42857142857143,2.66666666666667,3.7
"696",2.57142857142857,2.16666666666667,4.1
"697",4.57142857142857,2.75,2.9
"698",3.28571428571429,1.33333333333333,3.7
"699",2.71428571428571,2.58333333333333,4.1
"700",3,2.33333333333333,3.3
"701",2.71428571428571,2.66666666666667,3.9
"702",2.14285714285714,2.16666666666667,4.3
"703",3.28571428571429,2.41666666666667,3.5
"704",2.85714285714286,2.5,3.9
"705",3.28571428571429,2.83333333333333,3.7
"706",3.28571428571429,3.5,2.8
"707",2.42857142857143,2.16666666666667,3.7
"708",2.85714285714286,2.66666666666667,3.3
"709",2,2.58333333333333,4.5
"710",2.85714285714286,2.16666666666667,3.2
"711",2.14285714285714,3.25,4.7
"712",2.71428571428571,2.16666666666667,3.6
"713",3.14285714285714,1.66666666666667,4.2
"714",3.71428571428571,1.91666666666667,3.5
"715",2.85714285714286,3.08333333333333,3.1
"716",3.85714285714286,3.25,3.4
"717",3.85714285714286,4.25,2.7
"718",2.85714285714286,2,3.5
"719",2.28571428571429,3.25,4.7
"720",3.14285714285714,3,3.5
"721",4.28571428571429,3.08333333333333,3.4
"722",3.42857142857143,2.58333333333333,2.9
"723",4,2.91666666666667,2.6
"724",3.71428571428571,2.33333333333333,3.3
"725",1.71428571428571,2.91666666666667,3.9
"726",4.85714285714286,4.5,2.6
"727",2.14285714285714,2.25,3.6
"728",2.71428571428571,2.5,3.4
"729",2.14285714285714,2.41666666666667,4.3
"730",1.57142857142857,2.08333333333333,4.1
"731",2.85714285714286,2.66666666666667,3.7
"732",4.57142857142857,4,1.5
"733",4.28571428571429,2.08333333333333,3.7
"734",2.57142857142857,2.75,2.8
"735",1.85714285714286,2,4.5
"736",1.71428571428571,2.75,4.1
"737",2.42857142857143,2.66666666666667,3
"738",2.71428571428571,3.33333333333333,3.6
"739",4.28571428571429,2.33333333333333,3.7
"740",3,2.41666666666667,3.6
"741",3.42857142857143,2.08333333333333,3.6
"742",4.71428571428571,1.66666666666667,3.6
"743",3.28571428571429,2.83333333333333,3.1
"744",3.28571428571429,3,4.3
"745",2.14285714285714,3.41666666666667,3
"746",3.71428571428571,4,4.1
"747",1.85714285714286,2.75,3.4
"748",3.85714285714286,2.5,3
"749",4.57142857142857,2.25,3.2
"750",2.42857142857143,2.58333333333333,3.5
"751",4.57142857142857,3.33333333333333,3.4
"752",2.57142857142857,3.41666666666667,3.5
"753",4.14285714285714,3,2.5
"754",5,3,2.3
"755",5,3,1.7
"756",2.14285714285714,2.33333333333333,4.6
"757",2.71428571428571,2.66666666666667,4.2
"758",3.42857142857143,2,3.4
"759",2.71428571428571,2.83333333333333,2.9
"760",4,1.91666666666667,3
"761",2.71428571428571,2,3.8
"762",5,4.83333333333333,3.7
"763",3.71428571428571,3.75,3.5
"764",2.57142857142857,2.83333333333333,3.2
"765",3.57142857142857,1.83333333333333,3
"766",3,3,3.5
"767",4.14285714285714,4,4.4
"768",4,3.5,4.2
"769",2.28571428571429,1.83333333333333,4.5
"770",3.14285714285714,2.33333333333333,3.6
"771",2.57142857142857,4.5,2.7
"772",3.85714285714286,2.5,2.8
"773",3.57142857142857,2.83333333333333,3.9
"774",4.28571428571429,4.16666666666667,4.4
"775",3.28571428571429,2.41666666666667,2.2
"776",3.42857142857143,3.33333333333333,2.9
"777",3,3.75,4.5
"778",3.42857142857143,1.75,3
"779",2.85714285714286,3,2.9
"780",2.28571428571429,2.83333333333333,4.1
"781",3.14285714285714,1.16666666666667,2.2
"782",2.85714285714286,1.91666666666667,4
"783",4,2.66666666666667,4.1
"784",4.42857142857143,2.5,3.1
"785",4.42857142857143,2.41666666666667,3.1
"786",3,3.08333333333333,3.6
"787",4.85714285714286,2.91666666666667,2
"788",3,2.16666666666667,4.7
"789",3.42857142857143,2.66666666666667,3.3
"790",2.42857142857143,2.58333333333333,3.7
"791",3.42857142857143,2.25,3.7
"792",3,1.91666666666667,2.8
"793",3.85714285714286,3.91666666666667,1.7
"794",4.28571428571429,3.58333333333333,2.6
"795",4.42857142857143,2.5,4.1
"796",2.14285714285714,2,4
"797",2.14285714285714,1.66666666666667,3.6
"798",2,1.75,4.2
"799",3.85714285714286,2.33333333333333,2.7
"800",2,2.16666666666667,3.6
"801",2.85714285714286,1.5,3.4
"802",4.14285714285714,2.41666666666667,3.7
"803",2.14285714285714,1.91666666666667,4.2
"804",3.14285714285714,2.41666666666667,2.2
"805",5,3.58333333333333,3
"806",4.42857142857143,3.41666666666667,3.1
"807",2.85714285714286,2.66666666666667,3.2
"808",1.28571428571429,1.75,4.6
"809",1.85714285714286,1.66666666666667,5
"810",1.14285714285714,1.91666666666667,3
"811",2.14285714285714,1.91666666666667,2.5
"812",3.14285714285714,3.41666666666667,3.1
"813",3,2.08333333333333,3.9
"814",3.57142857142857,2.5,3.4
"815",2.57142857142857,3.33333333333333,3.8
"816",2.14285714285714,2,3.9
"817",2.57142857142857,1.91666666666667,4.4
"818",4,2.08333333333333,3.4
"819",3.42857142857143,1.5,2.8
"820",2.71428571428571,2.25,3.7
"821",4.42857142857143,2.66666666666667,2.7
"822",2.85714285714286,1.58333333333333,3.3
"823",2.42857142857143,2.66666666666667,3
"824",4.71428571428571,1.5,3.3
"825",4.57142857142857,2.83333333333333,3.6
"826",1.28571428571429,2.08333333333333,4.4
"827",3.28571428571429,2.83333333333333,4.8
"828",2.14285714285714,1,3.2
